time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-01-17T13:30:08.490Z,34.362,-118.514,5.285,3,mh,0,107.1,0.3187,0.361,ci,ci2148720,2016-02-12T04:46:19.297Z,"6km S of Santa Clarita, California",earthquake,,,,0,reviewed,ci,ci
1994-01-17T13:29:15.880Z,34.351,-118.454,5.475,3.92,ml,0,40.5,0.2772,0.44,ci,ci2148666,2016-02-12T14:47:34.491Z,"8km N of Pacoima, California",earthquake,,,,20,reviewed,ci,ci
1994-01-17T13:28:13.570Z,34.267,-118.579,5.926,3.99,ml,0,63.4,0.1909,0.32,ci,ci2148104,2016-02-12T02:18:07.256Z,"2km ENE of Chatsworth, California",earthquake,,,,25,reviewed,ci,ci
1994-01-17T13:28:10.160Z,34.354,-118.701,5.502,3,mh,0,77.5,0.3208,0.31,ci,ci2148111,2016-02-12T19:57:50.308Z,"10km NNE of Simi Valley, California",earthquake,,,,0,reviewed,ci,ci
1994-01-17T13:26:45.010Z,34.318,-118.456,5.864,4.68,ml,0,51.2,,0.336,ci,ci3140684,2016-02-11T23:46:14.721Z,"4km NNW of Pacoima, California",earthquake,,,,41,reviewed,ci,ci
1994-01-17T13:26:36.920Z,34.284,-118.451,5.455,3,mh,0,61.6,0.1774,0.361,ci,ci2148088,2016-02-11T18:26:37.969Z,"1km WNW of San Fernando, California",earthquake,,,,0,reviewed,ci,ci
1994-01-17T13:26:27.480Z,47.7395,-122.372,20.225,1.8,md,20,45,0.1748,0.09,uw,uw10330958,2016-07-24T00:01:24.460Z,"Seattle-Tacoma urban area, Washington",earthquake,0.205,0.57,0.05,4,reviewed,uw,uw
1994-01-17T13:26:09.040Z,34.299,-118.458,5.139,2.73,ml,0,154.6,0.4124,0.353,ci,ci3158612,2016-02-13T08:34:44.031Z,"2km NW of Pacoima, California",earthquake,,,,3,reviewed,ci,ci
1994-01-17T13:25:10.830Z,34.333,-118.51,5.711,3.61,ml,0,56.2,,0.298,ci,ci3140726,2016-02-12T04:46:17.931Z,"7km N of Granada Hills, California",earthquake,,,,18,reviewed,ci,ci
1994-01-17T13:25:04.290Z,34.35,-118.47,-0.418,2.6,mh,0,143,0.2812,0.273,ci,ci3140683,2016-02-12T09:35:50.655Z,"8km NNW of Pacoima, California",earthquake,,93.695,,0,reviewed,ci,ci
1994-01-17T13:23:43.180Z,34.332,-118.425,5.617,3.2,ml,0,99.7,,0.245,ci,ci3140789,2016-02-11T21:12:13.728Z,"6km NNE of Pacoima, California",earthquake,,,,17,reviewed,ci,ci
1994-01-17T13:22:49.640Z,34.364,-118.618,5.727,3.94,ml,0,67,0.2908,0.352,ci,ci3140681,2016-02-11T21:12:12.377Z,"11km SSW of Valencia, California",earthquake,,,,31,reviewed,ci,ci
1994-01-17T13:20:05.310Z,41.7016667,-112.3936667,5.97,1.49,md,8,103,0.05534,0.12,uu,uu50080135,2018-08-28T05:05:41.500Z,"Utah",earthquake,0.54,2.21,,5,reviewed,uu,uu
1994-01-17T13:17:42.650Z,34.389,-118.546,5.906,3.66,ml,0,235,,0.419,ci,ci3140679,2016-02-12T07:09:11.747Z,"5km SW of Santa Clarita, California",earthquake,,,,10,reviewed,ci,ci
1994-01-17T13:15:42.280Z,34.26,-118.494,10,3.7,ml,,,,1,us,usp00066kn,2014-11-07T00:54:47.408Z,"Greater Los Angeles area, California",earthquake,,,,,reviewed,us,gs$
1994-01-17T13:08:35.280Z,34.295,-118.457,5.88,3.62,ml,0,55.8,0.1883,0.256,ci,ci3140780,2016-02-12T04:46:16.562Z,"2km NW of Pacoima, California",earthquake,,,,16,reviewed,ci,ci
1994-01-17T13:06:28.340Z,34.251,-118.55,5.926,4.62,ml,0,59.3,,0.382,ci,ci3140678,2016-02-11T21:12:10.904Z,"2km NW of Northridge, California",earthquake,,,,46,reviewed,ci,ci
1994-01-17T13:02:22.930Z,34.272,-118.4563333,5.198,3.3,mh,6,141,0.3642,0.2,ci,ci2177253,2016-02-12T07:09:10.428Z,"2km SW of San Fernando, California",earthquake,1.78,31.61,,0,reviewed,ci,ci
1994-01-17T13:01:32.000Z,34.378,-118.554,4.93,3.02,mc,0,143.7,0.3147,0.385,ci,ci3140715,2016-02-12T07:09:09.259Z,"6km SW of Santa Clarita, California",earthquake,,,,6,reviewed,ci,ci
1994-01-17T13:01:01.200Z,34.355,-118.622,5.526,3.64,ml,0,93.2,,0.283,ci,ci3140677,2016-02-12T22:26:48.291Z,"11km N of Chatsworth, California",earthquake,,,,8,reviewed,ci,ci
1994-01-17T13:00:58.200Z,42.2333333,-121.8848333,1.538,1.6,md,3,308,0.1185,0.01,uw,uw10330928,2016-07-24T00:01:24.170Z,"Oregon",earthquake,0.057,0.05,0.04,2,reviewed,uw,uw
1994-01-17T12:59:46.400Z,33.866,-117.261,-0.618,2.62,mc,0,163.4,0.1566,0.428,ci,ci3158522,2016-02-11T23:46:12.758Z,"3km S of March Air Reserve Base, California",earthquake,,2.99,,15,reviewed,ci,ci
1994-01-17T12:59:29.500Z,34.326,-118.484,5.459,3.78,ml,0,137.4,0.2643,0.219,ci,ci3140722,2016-02-13T05:59:28.111Z,"6km NNE of Granada Hills, California",earthquake,,,,19,reviewed,ci,ci
1994-01-17T12:58:47.150Z,38.7986667,-122.7691667,2.415,0.88,md,4,164,0.02162,0,nc,nc1211622,2016-12-21T21:24:30.350Z,"Northern California",earthquake,0.73,0.83,0.06,4,reviewed,nc,nc
1994-01-17T12:57:56.740Z,34.355,-118.425,5.791,3.74,ml,0,78,,0.408,ci,ci3140675,2016-02-13T08:34:42.053Z,"8km N of Pacoima, California",earthquake,,,,22,reviewed,ci,ci
1994-01-17T12:55:46.830Z,34.277,-118.578,5.926,4.07,ml,0,44.5,0.1989,0.392,ci,ci3140674,2016-02-12T14:47:32.537Z,"3km NE of Chatsworth, California",earthquake,,,,22,reviewed,ci,ci
1994-01-17T12:54:33.740Z,34.307,-118.459,5.864,3.99,ml,0,130.8,,0.283,ci,ci2150608,2016-02-13T05:59:26.646Z,"3km NW of Pacoima, California",earthquake,,,,48,reviewed,ci,ci
1994-01-17T12:54:07.730Z,34.349,-118.637,5.269,3.65,ml,0,155.4,,0.216,ci,ci2150625,2016-02-12T07:09:07.997Z,"11km NNW of Chatsworth, California",earthquake,,,,14,reviewed,ci,ci
1994-01-17T12:53:13.280Z,34.368,-116.455,2.495,2.5,mc,0,206.2,0.1099,0.238,ci,ci3140673,2016-02-11T23:46:11.548Z,"28km N of Yucca Valley, California",earthquake,,0.773,,15,reviewed,ci,ci
1994-01-17T12:51:28.290Z,42.2691667,-121.9206667,-1.566,1.4,md,4,285,0.0756,0.15,uw,uw10330883,2016-07-24T00:01:23.920Z,"Oregon",earthquake,4.455,3.01,0.05,1,reviewed,uw,uw
1994-01-17T12:51:05.330Z,34.314,-118.483,5.88,3.79,ml,0,55.6,,0.315,ci,ci3141055,2016-02-12T19:57:48.889Z,"5km NNE of Granada Hills, California",earthquake,,,,18,reviewed,ci,ci
1994-01-17T12:50:12.400Z,34.325,-118.46,5.285,3.22,ml,0,129.5,0.3029,0.266,ci,ci3158433,2016-02-12T04:46:15.118Z,"5km NNW of Pacoima, California",earthquake,,,,6,reviewed,ci,ci
1994-01-17T12:49:38.330Z,34.309,-118.447,5.88,3.76,ml,0,95,,0.282,ci,ci3140672,2016-02-11T21:12:09.344Z,"3km NNW of Pacoima, California",earthquake,,,,49,reviewed,ci,ci
1994-01-17T12:47:20.310Z,34.326,-118.453,5.14,2.82,mc,0,128.1,,0.287,ci,ci3157625,2016-02-12T22:26:46.960Z,"5km NNW of Pacoima, California",earthquake,,,,24,reviewed,ci,ci
1994-01-17T12:46:28.460Z,34.279,-118.472,5.545,3.24,ml,0,107,0.173,0.239,ci,ci3157617,2018-07-09T17:31:23.298Z,"3km ENE of Granada Hills, California",earthquake,,,,5,reviewed,ci,ci
1994-01-17T12:46:02.050Z,34.325,-118.451,5.475,3.61,ml,0,127.9,0.2628,0.289,ci,ci3144768,2016-02-13T03:32:38.961Z,"5km NNW of Pacoima, California",earthquake,,,,24,reviewed,ci,ci
1994-01-17T12:45:57.200Z,34.296,-118.443,5.475,3.59,mc,0,95.1,0.2333,0.221,ci,ci3157609,2016-02-11T18:26:36.605Z,"2km NNW of Pacoima, California",earthquake,,,,80,reviewed,ci,ci
1994-01-17T12:44:16.500Z,34.282,-118.473,5.344,3.61,ml,0,104,0.2607,0.347,ci,ci3159141,2016-02-12T09:35:49.005Z,"3km ENE of Granada Hills, California",earthquake,,,,6,reviewed,ci,ci
1994-01-17T12:43:35.720Z,34.353,-118.628,5.33,3.65,ml,0,68.5,0.3631,0.646,ci,ci3144757,2016-02-12T17:22:14.046Z,"11km NNW of Chatsworth, California",earthquake,,,,6,reviewed,ci,ci
1994-01-17T12:42:53.840Z,33.824,-117.078,4.591,2.5,mh,0,129,0.05389,0.424,ci,ci3159135,2016-02-13T05:59:25.211Z,"7km ENE of Nuevo, California",earthquake,,1.191,,0,reviewed,ci,ci
1994-01-17T12:42:16.800Z,34.362,-118.46,5.333,3.76,ml,0,92.7,0.3098,0.394,ci,ci3144736,2016-02-11T23:46:10.317Z,"7km SE of Santa Clarita, California",earthquake,,,,9,reviewed,ci,ci
1994-01-17T12:41:21.280Z,34.371,-118.441,5.285,3.34,mc,0,89.4,0.2823,0.334,ci,ci3144715,2016-02-12T22:26:41.838Z,"8km SE of Santa Clarita, California",earthquake,,,,8,reviewed,ci,ci
1994-01-17T12:40:36.120Z,34.34,-118.614,5.395,5.2,ml,0,179.8,0.2682,0.373,ci,ci3144694,2016-02-11T18:26:34.251Z,"9km N of Chatsworth, California",earthquake,,,,21,reviewed,ci,ci
1994-01-17T12:40:09.520Z,34.32,-118.507,5.495,4.82,ml,0,135.4,0.2177,0.292,ci,ci3144673,2016-02-11T21:12:07.853Z,"5km N of Granada Hills, California",earthquake,,,,18,reviewed,ci,ci
1994-01-17T12:39:39.800Z,34.265,-118.54,5.88,4.89,ml,0,89.5,,0.362,ci,ci3144652,2016-02-12T14:47:30.877Z,"3km N of Northridge, California",earthquake,,,,23,reviewed,ci,ci
1994-01-17T12:37:00.670Z,34.345,-118.449,5.169,3.84,ml,0,50.8,0.312,0.283,ci,ci3144631,2016-02-12T04:46:13.809Z,"7km N of Pacoima, California",earthquake,,,,20,reviewed,ci,ci
1994-01-17T12:36:22.630Z,34.34,-118.494,5.344,3.75,ml,0,170.3,0.32,0.352,ci,ci3144620,2016-02-15T18:32:59.274Z,"8km N of Granada Hills, California",earthquake,,,,12,reviewed,ci,ci
1994-01-17T12:34:18.420Z,34.308,-118.475,5.487,4.44,ml,0,244,0.2867,0.243,ci,ci3144599,2016-02-13T08:34:40.610Z,"4km NW of Pacoima, California",earthquake,,,,15,reviewed,ci,ci
1994-01-17T12:33:50.830Z,34.377,-118.467,5.285,3.56,mc,0,147,0.2862,0.323,ci,ci2153163,2016-02-12T07:09:06.703Z,"6km SE of Santa Clarita, California",earthquake,,,,5,reviewed,ci,ci
1994-01-17T12:32:54.530Z,34.351,-118.5,9.317,3.27,mc,0,160.8,0.3315,0.295,ci,ci3144587,2016-02-11T21:12:06.550Z,"7km S of Santa Clarita, California",earthquake,,,,6,reviewed,ci,ci
1994-01-17T12:31:58.120Z,34.275,-118.493,5.317,5.89,ml,0,142.2,0.2557,0.494,ci,ci3149646,2020-03-26T17:05:48.883Z,"1km ENE of Granada Hills, California",earthquake,,,,4,reviewed,ci,ci
1994-01-17T12:30:55.850Z,34.24,-118.541,20.322,3.55,md,0,93,,0.341,ci,ci3145042,2016-02-11T18:26:31.009Z,"1km NW of Northridge, California",earthquake,,2.151,,48,reviewed,ci,ci
1994-01-17T12:30:55.390Z,34.213,-118.537,18.202,6.7,mw,0,29.7,,0.31,ci,ci3144585,2020-02-12T16:44:26.643Z,"1km NNW of Reseda, CA",earthquake,,0.403,,0,reviewed,ci,ci
1994-01-17T12:26:58.690Z,42.2645,-121.919,2.094,1.2,md,4,288,0.08043,0.15,uw,uw10330733,2016-07-24T00:01:23.620Z,"Oregon",earthquake,1.43,1.05,0.06,2,reviewed,uw,uw
1994-01-17T11:56:14.480Z,38.8061667,-122.7748333,0.083,1.01,md,8,62,0.01532,0.04,nc,nc1211621,2016-12-21T21:24:24.196Z,"Northern California",earthquake,0.27,0.58,0.2,8,reviewed,nc,nc
1994-01-17T11:45:49.180Z,41.704,-112.3828333,5.32,1.04,md,5,130,0.06343,0.03,uu,uu50080130,2018-08-28T05:05:40.870Z,"Utah",earthquake,0.47,1.63,,3,reviewed,uu,uu
1994-01-17T11:36:05.210Z,41.6965,-112.3908333,8.47,2.54,md,14,73,0.05451,0.12,uu,uu50080125,2018-08-28T05:05:40.200Z,"Utah",earthquake,0.39,0.86,,7,reviewed,uu,uu
1994-01-17T11:33:14.550Z,41.7058333,-112.3918333,6.85,2.2,md,10,87,0.05885,0.06,uu,uu50080120,2018-08-28T05:05:39.540Z,"Utah",earthquake,0.35,1.44,,4,reviewed,uu,uu
1994-01-17T11:33:00.140Z,41.7055,-112.3945,6.22,1.26,md,5,127,0.05706,0.01,uu,uu50080115,2018-08-28T05:05:38.900Z,"Utah",earthquake,0.44,1.33,,5,reviewed,uu,uu
1994-01-17T11:22:37.900Z,32.682,-115.905,-0.199,1.06,mc,0,101.7,0.03764,0.209,ci,ci3140670,2016-02-13T05:59:23.883Z,"10km SE of Ocotillo, California",earthquake,,5.179,,5,reviewed,ci,ci
1994-01-17T11:21:55.370Z,38.8103333,-122.8043333,1.88,1.64,md,19,41,0.008108,0.04,nc,nc391369,2016-12-21T21:24:16.944Z,"Northern California",earthquake,0.23,0.32,0.08,17,reviewed,nc,nc
1994-01-17T11:14:33.290Z,41.7018333,-112.392,7.08,2.82,md,17,63,0.05647,0.12,uu,uu50080110,2018-08-28T05:05:38.220Z,"Utah",earthquake,0.42,0.79,,7,reviewed,uu,uu
1994-01-17T11:14:16.520Z,33.521,-116.468,-0.241,1.53,mc,0,96.6,0.1894,0.138,ci,ci3140668,2016-02-12T02:18:05.758Z,"19km E of Anza, California",earthquake,,0.621,,20,reviewed,ci,ci
1994-01-17T11:03:24.220Z,41.7016667,-112.3938333,9.36,2.88,md,18,68,0.05524,0.11,uu,uu50080105,2018-08-28T05:05:37.530Z,"Utah",earthquake,0.35,0.74,,10,reviewed,uu,uu
1994-01-17T10:46:20.620Z,38.794,-122.8011667,1.348,1.22,md,7,99,0.01441,0.01,nc,nc1211620,2016-12-21T21:24:09.665Z,"Northern California",earthquake,0.46,0.39,0.1,7,reviewed,nc,nc
1994-01-17T10:42:33.570Z,42.2675,-121.9093333,1.064,1.6,md,4,292,0.07997,0.2,uw,uw10330688,2016-07-24T00:01:23.320Z,"Oregon",earthquake,1.562,1.54,0.05,2,reviewed,uw,uw
1994-01-17T10:36:16.450Z,34.496,-118.714,14.026,1.19,mc,0,121.8,,0.11,ci,ci3140666,2016-02-12T09:35:47.383Z,"8km W of Castaic, California",earthquake,,0.855,,8,reviewed,ci,ci
1994-01-17T10:11:38.030Z,42.2525,-121.907,1.697,1.7,md,5,214,0.0946,0.11,uw,uw10330663,2016-07-24T00:01:22.960Z,"Oregon",earthquake,0.705,0.84,0.05,2,reviewed,uw,uw
1994-01-17T10:11:23.480Z,37.636,-118.8386667,7.974,1.6,md,30,66,0.002703,0.04,nc,nc391368,2016-12-21T21:24:00.170Z,"Long Valley area, California",earthquake,0.24,0.45,0.15,26,reviewed,nc,nc
1994-01-17T09:58:40.650Z,41.6978333,-112.3963333,8.27,2.48,md,14,73,0.05159,0.1,uu,uu50080095,2018-08-28T05:05:36.840Z,"Utah",earthquake,0.34,1.27,,8,reviewed,uu,uu
1994-01-17T09:31:23.770Z,34.2,-116.429,-0.937,0.91,mc,0,116.6,0.1121,0.151,ci,ci3140664,2016-02-13T05:59:22.671Z,"10km N of Yucca Valley, California",earthquake,,33.46,,2,reviewed,ci,ci
1994-01-17T09:28:40.530Z,42.2656667,-121.9656667,6.834,1.6,md,4,262,0.07267,0.18,uw,uw10330628,2016-07-24T00:01:22.660Z,"Oregon",earthquake,1.675,1.3,0.04,2,reviewed,uw,uw
1994-01-17T09:24:34.340Z,40.3475,-124.2558333,26.239,1.57,md,7,133,0.1081,0.06,nc,nc391367,2016-12-21T21:23:48.315Z,"Northern California",earthquake,0.6,0.91,0.04,5,reviewed,nc,nc
1994-01-17T09:23:51.680Z,36.048,-117.867,3.397,0.76,mc,0,144,0.07029,0.052,ci,ci3140663,2016-02-13T05:59:21.466Z,"7km E of Coso Junction, California",earthquake,,0.638,,5,reviewed,ci,ci
1994-01-17T09:04:50.610Z,42.3126667,-122.0515,8.864,1.3,md,4,122,0.04593,0.07,uw,uw10330588,2016-07-24T00:01:22.320Z,"Oregon",earthquake,0.658,0.77,0.04,3,reviewed,uw,uw
1994-01-17T08:43:37.150Z,34.08,-117.326,16.765,1.44,mc,0,63.2,,0.108,ci,ci3140662,2016-02-12T04:46:12.309Z,"1km WNW of Colton, California",earthquake,,0.822,,22,reviewed,ci,ci
1994-01-17T08:34:00.300Z,34.968,-116.96,6.73,1.33,mc,0,136.7,0.065,0.266,ci,ci3140661,2016-02-11T21:12:04.628Z,"10km NE of Barstow, California",earthquake,,1.593,,10,reviewed,ci,ci
1994-01-17T08:22:51.000Z,42.3525,-122.0291667,9.184,1.3,md,4,142,0.05975,0.06,uw,uw10330568,2016-07-24T00:01:21.970Z,"Oregon",earthquake,0.47,0.6,0.04,2,reviewed,uw,uw
1994-01-17T06:58:29.700Z,33.327,-116.332,10.304,1.72,mc,0,88.2,,0.252,ci,ci3140659,2016-02-12T04:46:11.000Z,"9km NNE of Borrego Springs, California",earthquake,,0.631,,28,reviewed,ci,ci
1994-01-17T06:57:27.950Z,37.5908333,-119.0093333,3.042,1.24,md,7,174,0.03964,0.03,nc,nc1211619,2016-12-21T21:23:40.033Z,"Central California",earthquake,0.84,1.29,0.11,8,reviewed,nc,nc
1994-01-17T06:48:36.010Z,37.547,-118.8713333,4.577,2.35,md,35,53,0.03694,0.06,nc,nc391366,2016-12-21T21:23:30.790Z,"Central California",earthquake,0.21,0.44,0.25,41,reviewed,nc,nc
1994-01-17T06:01:54.100Z,34.112,-116.92,4.036,1.08,mc,0,94.5,,0.068,ci,ci3140655,2016-02-11T18:26:29.528Z,"14km NE of Yucaipa, California",earthquake,,0.967,,5,reviewed,ci,ci
1994-01-17T05:33:22.740Z,42.2655,-121.9148333,1.677,1.6,md,5,210,0.08042,0.13,uw,uw10330448,2016-07-24T00:01:21.360Z,"Oregon",earthquake,0.672,0.85,0.04,2,reviewed,uw,uw
1994-01-17T05:29:32.500Z,34.492,-118.712,16.296,1.16,mc,0,168.6,,0.152,ci,ci3140654,2016-02-12T12:06:06.389Z,"8km W of Castaic, California",earthquake,,1.05,,8,reviewed,ci,ci
1994-01-17T05:15:38.040Z,34.346,-116.475,4.136,1.73,mc,0,60,0.111,0.179,ci,ci3140652,2016-02-12T17:22:10.781Z,"26km N of Yucca Valley, California",earthquake,,105.793,,20,reviewed,ci,ci
1994-01-17T04:40:19.640Z,33.24,-116.077,5.804,1.08,mc,0,76.8,0.1067,0.212,ci,ci3140649,2016-02-12T19:57:47.480Z,"12km NNE of Ocotillo Wells, California",earthquake,,31.804,,11,reviewed,ci,ci
1994-01-17T04:37:26.810Z,42.3186667,-122.0671667,5.634,1.8,md,7,113,,0.28,uw,uw10330293,2016-07-24T00:01:20.290Z,"Oregon",earthquake,1.094,1.27,0.04,2,reviewed,uw,uw
1994-01-17T04:35:58.630Z,34.381,-116.456,1.536,1.68,mc,0,61,0.1195,0.144,ci,ci3140648,2016-02-12T02:18:04.490Z,"30km N of Yucca Valley, California",earthquake,,0.696,,18,reviewed,ci,ci
1994-01-17T04:35:41.860Z,42.244,-121.8995,4.664,1,md,4,301,0.1045,0.14,uw,uw10330268,2016-07-24T00:01:19.980Z,"Oregon",earthquake,1.195,1.47,0.05,2,reviewed,uw,uw
1994-01-17T04:14:03.100Z,37.6318333,-118.8546667,10.883,0.64,md,4,234,0.02703,0,nc,nc1211618,2016-12-21T21:23:13.779Z,"Long Valley area, California",earthquake,2.21,4.8,0.14,2,reviewed,nc,nc
1994-01-17T04:11:51.060Z,34.342,-116.47,6.277,1.25,mc,0,202.9,0.1055,0.137,ci,ci3140647,2016-02-12T14:47:29.428Z,"26km N of Yucca Valley, California",earthquake,,6.372,,5,reviewed,ci,ci
1994-01-17T04:09:43.370Z,37.5995,-118.828,4.152,0.75,md,4,150,0.00991,0.01,nc,nc1211617,2016-12-21T21:23:05.357Z,"Long Valley area, California",earthquake,1.9,1.44,0.04,2,reviewed,nc,nc
1994-01-17T03:38:01.730Z,37.0788333,-121.8216667,5.506,0.77,md,6,164,0.02973,0,nc,nc1211616,2016-12-21T21:22:58.028Z,"Northern California",earthquake,1.06,1.7,0.33,6,reviewed,nc,nc
1994-01-17T03:23:41.510Z,37.4296667,-121.6883333,8.101,1.1,md,25,45,0.05586,0.04,nc,nc391364,2016-12-21T21:22:50.242Z,"Northern California",earthquake,0.23,0.55,0.11,12,reviewed,nc,nc
1994-01-17T03:17:54.200Z,38.7941667,-122.7491667,-0.397,1.15,md,7,70,0.03243,0.09,nc,nc1211615,2016-12-21T21:22:41.623Z,"Northern California",earthquake,0.35,1.28,0.13,7,reviewed,nc,nc
1994-01-17T02:59:47.220Z,33.345,-116.902,11.802,1.18,mc,0,205.7,0.03404,0.119,ci,ci3140645,2016-02-13T08:34:39.390Z,"4km WSW of Palomar Observatory, California",earthquake,,1.486,,7,reviewed,ci,ci
1994-01-17T02:47:00.510Z,34.973,-116.948,4.44,1.48,mc,0,101.5,,0.263,ci,ci3140643,2016-02-12T09:35:45.689Z,"11km NE of Barstow, California",earthquake,,0.485,,14,reviewed,ci,ci
1994-01-17T02:32:36.390Z,37.634,-118.8401667,8.404,1.46,md,26,92,0.005405,0.05,nc,nc391362,2016-12-21T21:22:31.550Z,"Long Valley area, California",earthquake,0.24,0.46,0.15,21,reviewed,nc,nc
1994-01-17T02:24:36.860Z,37.6335,-118.839,7.874,2.01,md,34,64,0.005405,0.04,nc,nc391361,2016-12-21T21:22:15.260Z,"Long Valley area, California",earthquake,0.23,0.41,0.17,31,reviewed,nc,nc
1994-01-17T02:12:42.730Z,42.2585,-121.9066667,-0.746,1.2,md,4,295,0.08906,0.11,uw,uw10330243,2016-07-24T00:01:19.690Z,"Oregon",earthquake,13.021,8.81,0.04,2,reviewed,uw,uw
1994-01-17T02:09:00.700Z,39.6373333,-123.4378333,8.482,2.37,md,21,92,0.00991,0.04,nc,nc391360,2016-12-21T21:22:00.100Z,"Northern California",earthquake,0.23,0.38,0.17,23,reviewed,nc,nc
1994-01-17T02:06:00.410Z,37.6351667,-118.839,7.834,2.64,md,38,65,0.003604,0.04,nc,nc391359,2016-12-21T21:21:45.610Z,"Long Valley area, California",earthquake,0.22,0.38,0.14,40,reviewed,nc,nc
1994-01-17T01:59:58.360Z,38.221,-107.71,5,2.8,ml,,,,0.8,us,usp00066jq,2014-11-07T00:54:47.265Z,"Colorado",earthquake,,,,,reviewed,us,gs$
1994-01-17T01:55:25.380Z,37.6375,-118.8366667,7.551,1.06,md,9,94,0.04054,0.05,nc,nc1211614,2016-12-21T21:21:32.643Z,"Long Valley area, California",earthquake,0.57,0.91,0.14,7,reviewed,nc,nc
1994-01-17T01:45:53.410Z,33.659,-117.016,11.291,1.28,mc,0,130.3,0.05099,0.024,ci,ci3140637,2016-02-12T02:18:03.232Z,"8km SE of Winchester, California",earthquake,,1.387,,4,reviewed,ci,ci
1994-01-17T01:43:40.340Z,33.312,-116.177,9.454,1.62,mc,0,61.3,,0.2,ci,ci3140636,2016-02-11T23:46:08.670Z,"19km SSW of Oasis, California",earthquake,,1.383,,22,reviewed,ci,ci
1994-01-17T01:32:45.600Z,35.663,-118.131,6.303,1.25,mc,0,52.8,0.0804,0.145,ci,ci3140635,2016-02-13T00:59:21.132Z,"28km ESE of Kernville, California",earthquake,,1.372,,20,reviewed,ci,ci
1994-01-17T00:59:55.610Z,37.6233333,-118.7983333,0.169,0.61,md,4,147,0.03333,0.07,nc,nc1211613,2016-12-21T21:21:25.784Z,"Long Valley area, California",earthquake,2.19,8.46,0.11,2,reviewed,nc,nc
1994-01-17T00:46:58.660Z,38.823,-122.8413333,0.601,1.52,md,9,122,0.03964,0.04,nc,nc391355,2016-12-21T21:21:19.222Z,"Northern California",earthquake,0.41,0.69,0.09,11,reviewed,nc,nc
1994-01-17T00:15:17.260Z,42.2761667,-121.9211667,3.297,1.6,md,5,208,0.06882,0.05,uw,uw10330183,2016-07-24T00:01:19.370Z,"Oregon",earthquake,0.302,0.88,0.05,2,reviewed,uw,uw
1994-01-16T23:40:01.880Z,38.7896667,-122.7575,0.851,1.33,md,9,83,0.03423,0.03,nc,nc391345,2016-12-21T21:21:04.584Z,"Northern California",earthquake,0.22,0.61,0.11,9,reviewed,nc,nc
1994-01-16T23:36:30.030Z,33.952,-116.309,4.672,1.32,mc,0,94.9,0.06258,0.142,ci,ci3140632,2016-02-12T22:26:40.044Z,"16km NNE of Thousand Palms, California",earthquake,,0.218,,15,reviewed,ci,ci
1994-01-16T23:34:08.030Z,37.6406667,-118.9458333,2.553,0.5,md,4,170,0.02523,0,nc,nc1211611,2016-12-21T21:20:56.337Z,"Long Valley area, California",earthquake,2.9,6.15,0.03,3,reviewed,nc,nc
1994-01-16T23:31:10.630Z,42.2416667,-121.8981667,2.334,1.5,md,4,302,0.107,0.02,uw,uw10330113,2016-07-24T00:01:19.050Z,"Oregon",earthquake,0.213,0.16,0.04,2,reviewed,uw,uw
1994-01-16T23:22:57.240Z,47.9066667,-122.8345,18.345,1.3,md,12,83,0.1371,0.09,uw,uw10330073,2016-07-24T00:01:18.660Z,"Puget Sound region, Washington",earthquake,0.264,0.36,0.05,4,reviewed,uw,uw
1994-01-16T23:17:54.860Z,34.311,-116.436,7.536,1.75,mc,0,58.3,0.06822,0.116,ci,ci3140631,2016-02-11T21:12:03.413Z,"22km N of Yucca Valley, California",earthquake,,0.982,,26,reviewed,ci,ci
1994-01-16T23:03:38.490Z,33.107,-116.598,11.939,1.57,mc,0,125.8,0.06011,0.15,ci,ci3140630,2016-02-13T03:32:37.645Z,"3km N of Julian, California",earthquake,,1.616,,11,reviewed,ci,ci
1994-01-16T23:00:21.990Z,34.5,-118.713,13.913,1.89,mc,0,119.9,0.1267,0.186,ci,ci3140628,2016-02-13T03:32:36.399Z,"8km W of Castaic, California",earthquake,,0.44,,46,reviewed,ci,ci
1994-01-16T22:49:51.060Z,38.7991667,-122.7785,0.593,1.21,md,8,79,0.01532,0.01,nc,nc1211610,2016-12-21T21:20:49.678Z,"Northern California",earthquake,0.25,0.61,0.1,8,reviewed,nc,nc
1994-01-16T22:34:12.500Z,47.7286667,-122.7006667,20.44,0.9,md,7,83,0.115,0.1,uw,uw10330003,2016-07-24T00:01:18.250Z,"Seattle-Tacoma urban area, Washington",earthquake,0.398,0.8,0.07,4,reviewed,uw,uw
1994-01-16T22:27:46.500Z,34.411,-116.47,5.061,1.9,mh,0,214.7,0.1496,0.01,ci,ci3140625,2016-02-13T03:32:35.194Z,"33km N of Yucca Valley, California",earthquake,,,,0,reviewed,ci,ci
1994-01-16T22:10:20.000Z,34.5,-118.715,14.226,1.32,mc,0,119.4,,0.168,ci,ci3140623,2016-02-12T22:26:38.467Z,"8km W of Castaic, California",earthquake,,0.342,,13,reviewed,ci,ci
