time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-01-19T10:40:26.210Z,34.304,-118.494,8.643,2.28,mc,0,110.1,,0.216,ci,ci3142124,2016-02-13T06:01:18.520Z,"4km N of Granada Hills, California",earthquake,,1.85,,92,reviewed,ci,ci
1994-01-19T10:39:13.780Z,34.288,-118.745,5.178,2.08,mc,0,226.2,,0.176,ci,ci3142121,2016-02-13T01:01:02.154Z,"2km NNW of Simi Valley, California",earthquake,,,,12,reviewed,ci,ci
1994-01-19T10:36:49.460Z,34.265,-118.454,12.576,1.46,mc,0,83.8,,0.336,ci,ci3166712,2016-02-13T06:01:17.156Z,"2km SW of San Fernando, California",earthquake,,4.003,,1,reviewed,ci,ci
1994-01-19T10:36:24.950Z,34.259,-118.492,14.612,1.89,mc,0,74.2,,0.291,ci,ci3142120,2016-02-13T03:34:16.939Z,"2km SSE of Granada Hills, California",earthquake,,1.053,,13,reviewed,ci,ci
1994-01-19T10:35:33.400Z,34.305,-118.583,26.523,1.85,mc,0,118.4,,0.269,ci,ci3142118,2016-02-12T02:19:43.554Z,"6km NNE of Chatsworth, California",earthquake,,6.578,,13,reviewed,ci,ci
1994-01-19T10:34:17.230Z,34.238,-118.52,14.421,1.77,mc,0,104.2,,0.258,ci,ci3142117,2016-02-12T09:36:53.981Z,"1km ENE of Northridge, California",earthquake,,5.916,,5,reviewed,ci,ci
1994-01-19T10:30:59.960Z,34.168,-117.443,4.777,1.54,mc,0,238.5,,0.078,ci,ci3142115,2016-02-12T14:48:57.856Z,"7km SSW of Devore, California",earthquake,,,,5,reviewed,ci,ci
1994-01-19T10:29:42.280Z,35.741,-117.712,7.484,0.89,mc,0,84.6,0.05778,0.229,ci,ci3142114,2016-02-13T08:35:56.036Z,"14km NNW of Ridgecrest, California",earthquake,,1.367,,10,reviewed,ci,ci
1994-01-19T10:28:02.770Z,34.306,-118.464,6.901,2.22,mc,0,80.6,,0.296,ci,ci3142112,2016-02-13T01:01:00.874Z,"4km NW of Pacoima, California",earthquake,,2.383,,86,reviewed,ci,ci
1994-01-19T10:25:07.510Z,37.5475,-118.8711667,5.337,1.16,md,19,53,0.03784,0.05,nc,nc391789,2016-12-21T21:38:16.342Z,"Central California",earthquake,0.29,0.63,0.16,14,reviewed,nc,nc
1994-01-19T10:24:14.770Z,34.383,-118.632,17.083,1.87,mc,0,163.9,,0.209,ci,ci3142111,2016-02-13T06:01:15.940Z,"10km SW of Valencia, California",earthquake,,4.772,,9,reviewed,ci,ci
1994-01-19T10:16:20.300Z,34.381,-118.631,5.043,1.87,mc,0,234.5,,0.243,ci,ci3142110,2016-02-12T17:23:42.269Z,"10km SW of Valencia, California",earthquake,,,,20,reviewed,ci,ci
1994-01-19T10:15:01.160Z,34.333,-118.419,-0.391,2.13,mc,0,149.4,,0.205,ci,ci3166710,2016-02-12T17:23:40.992Z,"6km NNE of Pacoima, California",earthquake,,0.829,,25,reviewed,ci,ci
1994-01-19T10:14:27.030Z,31.652,-115.5896667,5.925,2.12,mc,10,293,,0.72,ci,ci3142109,2016-04-02T05:26:28.859Z,"75km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,4.34,31.61,,10,reviewed,ci,ci
1994-01-19T10:11:29.050Z,34.297,-118.488,2.28,2.72,ml,0,59.1,,0.285,ci,ci3142107,2016-02-12T19:59:09.417Z,"3km NNE of Granada Hills, California",earthquake,,0.253,,21,reviewed,ci,ci
1994-01-19T09:57:27.830Z,37.5511667,-118.8711667,5.912,0.91,md,11,150,0.04144,0.02,nc,nc392231,2016-12-21T21:38:00.847Z,"Central California",earthquake,0.49,1.2,0.09,7,reviewed,nc,nc
1994-01-19T09:57:24.630Z,37.5483333,-118.8651667,5.677,1.35,md,12,114,0.03964,0.04,nc,nc391787,2016-12-21T21:37:53.416Z,"Central California",earthquake,0.44,1.02,0.1,8,reviewed,nc,nc
1994-01-19T09:55:47.550Z,34.327,-118.607,12.871,2.03,mc,0,121.1,,0.273,ci,ci3142101,2016-02-12T19:59:08.006Z,"8km N of Chatsworth, California",earthquake,,1.038,,23,reviewed,ci,ci
1994-01-19T09:50:43.720Z,34.318,-118.445,6.788,2.42,mc,0,104.6,,0.233,ci,ci3142098,2016-02-12T02:19:39.975Z,"4km N of Pacoima, California",earthquake,,1.489,,89,reviewed,ci,ci
1994-01-19T09:45:47.820Z,34.392,-118.583,3.135,2.19,mc,0,97.6,,0.166,ci,ci3142097,2016-02-13T03:34:15.221Z,"7km S of Valencia, California",earthquake,,0.449,,20,reviewed,ci,ci
1994-01-19T09:41:00.560Z,34.385,-118.529,2.465,2.21,mc,0,149.4,,0.246,ci,ci3142096,2016-02-11T21:13:27.206Z,"4km SSW of Santa Clarita, California",earthquake,,0.448,,35,reviewed,ci,ci
1994-01-19T09:36:43.930Z,34.298,-118.494,12.731,2.54,mc,0,92.6,,0.249,ci,ci3142095,2016-02-11T18:27:47.369Z,"3km NNE of Granada Hills, California",earthquake,,0.442,,114,reviewed,ci,ci
1994-01-19T09:35:13.840Z,34.357,-118.532,5.308,2.17,mc,0,94.8,,0.177,ci,ci3142094,2016-02-15T18:32:56.499Z,"7km SSW of Santa Clarita, California",earthquake,,24.51,,27,reviewed,ci,ci
1994-01-19T09:34:35.690Z,38.7998333,-122.8253333,1.638,1.12,md,7,93,0.02523,0.04,nc,nc1211662,2016-12-21T21:37:45.515Z,"Northern California",earthquake,0.38,0.7,0.13,7,reviewed,nc,nc
1994-01-19T09:31:12.270Z,34.176,-118.644,15.519,1.8,mh,0,109,,0.179,ci,ci3142092,2016-02-12T22:28:27.785Z,"2km NNW of Calabasas, California",earthquake,,1.323,,0,reviewed,ci,ci
1994-01-19T09:28:17.000Z,37.5483333,-118.8656667,5.927,0.88,md,16,66,0.03964,0.04,nc,nc391786,2016-12-21T21:37:36.984Z,"Central California",earthquake,0.34,0.68,0.14,11,reviewed,nc,nc
1994-01-19T09:24:33.340Z,34.295,-118.503,11.271,2.46,mc,0,67.5,,0.321,ci,ci3142091,2016-02-12T14:48:56.632Z,"3km N of Granada Hills, California",earthquake,,0.899,,77,reviewed,ci,ci
1994-01-19T09:20:32.060Z,34.35,-118.57,11.45,2.09,mc,0,78.8,,0.333,ci,ci3166636,2016-02-13T06:01:14.730Z,"9km SW of Santa Clarita, California",earthquake,,3.81,,17,reviewed,ci,ci
1994-01-19T09:19:52.910Z,34.368,-118.659,12.925,2.59,mc,0,85.5,,0.234,ci,ci3142088,2016-02-12T19:59:06.776Z,"12km SW of Valencia, California",earthquake,,1.014,,60,reviewed,ci,ci
1994-01-19T09:15:51.760Z,34.334,-118.556,3.695,2.09,mc,0,155.3,,0.1,ci,ci3156478,2016-02-12T14:48:55.318Z,"8km NW of Granada Hills, California",earthquake,,1.389,,7,reviewed,ci,ci
1994-01-19T09:14:38.060Z,34.308,-118.449,8.824,2.59,mc,0,190.9,0.08968,0.126,ci,ci3156275,2016-02-11T21:13:25.480Z,"3km NNW of Pacoima, California",earthquake,,2.338,,2,reviewed,ci,ci
1994-01-19T09:13:10.900Z,34.304,-118.737,12.635,4.05,ml,0,47.7,,0.277,ci,ci3142087,2016-02-13T03:34:13.933Z,"4km N of Simi Valley, California",earthquake,,0.31,,50,reviewed,ci,ci
1994-01-19T09:05:35.710Z,34.311,-118.634,16.289,2.48,ml,0,70.5,,0.264,ci,ci3142086,2016-02-12T04:47:54.503Z,"7km NNW of Chatsworth, California",earthquake,,1.484,,12,reviewed,ci,ci
1994-01-19T09:04:28.540Z,34.321,-118.414,5.511,1.97,mc,0,121.1,,0.256,ci,ci3166581,2016-02-13T06:01:13.459Z,"5km NNE of Pacoima, California",earthquake,,4.202,,11,reviewed,ci,ci
1994-01-19T09:04:06.730Z,34.281,-118.502,1.881,2.13,mc,0,89.3,,0.256,ci,ci3142083,2016-02-13T01:00:59.470Z,"1km N of Granada Hills, California",earthquake,,0.321,,67,reviewed,ci,ci
1994-01-19T08:54:36.500Z,34.251,-118.592,2.711,2.24,mc,0,131.8,,0.211,ci,ci3142078,2016-02-12T22:28:26.631Z,"1km ESE of Chatsworth, California",earthquake,,0.734,,16,reviewed,ci,ci
1994-01-19T08:46:23.120Z,34.275,-118.564,14.349,2.2,mc,0,86.7,,0.23,ci,ci3142073,2016-02-13T01:00:58.096Z,"4km ENE of Chatsworth, California",earthquake,,1.348,,22,reviewed,ci,ci
1994-01-19T08:41:43.530Z,38.7861667,-122.7515,0.304,1.48,md,4,122,0.02973,0,nc,nc1211661,2016-12-21T21:37:28.671Z,"Northern California",earthquake,0.38,2.21,0.15,5,reviewed,nc,nc
1994-01-19T08:38:38.420Z,38.7838333,-122.757,0.951,2.11,md,23,39,0.03333,0.03,nc,nc391780,2016-12-21T21:37:20.180Z,"Northern California",earthquake,0.15,0.37,0.16,22,reviewed,nc,nc
1994-01-19T08:36:57.710Z,34.275,-118.596,10.028,2.22,mc,0,65.7,,0.197,ci,ci3142071,2016-02-12T09:36:52.334Z,"2km NNE of Chatsworth, California",earthquake,,11.501,,20,reviewed,ci,ci
1994-01-19T08:30:10.240Z,34.361,-118.726,1.886,2.28,mc,0,248,,0.277,ci,ci3142064,2016-02-12T02:19:38.562Z,"9km SE of Piru, California",earthquake,,2.057,,16,reviewed,ci,ci
1994-01-19T08:30:03.900Z,34.213,-118.528,17.9,1.5,mh,0,138.7,,0.267,ci,ci3152951,2016-02-11T21:13:24.179Z,"1km NNE of Reseda, California",earthquake,,17.513,,0,reviewed,ci,ci
1994-01-19T08:27:34.060Z,42.2838333,-121.9986667,11.054,1,md,4,219,0.05081,0.06,uw,uw10333608,2016-07-24T00:01:40.550Z,"Oregon",earthquake,0.564,0.42,0.04,2,reviewed,uw,uw
1994-01-19T08:26:22.720Z,38.8383333,-122.8031667,-0.08,1.21,md,9,70,0.03153,0.02,nc,nc1211660,2016-12-21T21:37:12.306Z,"Northern California",earthquake,0.25,0.95,0.07,9,reviewed,nc,nc
1994-01-19T08:24:11.710Z,34.364,-118.645,11.845,3.23,ml,0,70.1,,0.279,ci,ci3142063,2016-02-12T12:07:50.828Z,"12km SW of Valencia, California",earthquake,,0.426,,51,reviewed,ci,ci
1994-01-19T08:20:59.540Z,37.5473333,-118.8678333,5.467,0.73,md,14,79,0.03874,0.05,nc,nc391778,2016-12-21T21:37:05.543Z,"Central California",earthquake,0.35,0.67,0.09,9,reviewed,nc,nc
1994-01-19T08:17:07.890Z,34.288,-118.467,6.013,2.2,mc,0,86.7,,0.216,ci,ci3142060,2016-02-13T06:01:12.219Z,"3km WNW of San Fernando, California",earthquake,,16.666,,33,reviewed,ci,ci
1994-01-19T08:17:03.170Z,34.258,-118.45,9.575,1.2,mh,0,75.3,,0.248,ci,ci3152947,2016-02-12T14:48:54.095Z,"3km SSW of San Fernando, California",earthquake,,4.947,,0,reviewed,ci,ci
1994-01-19T08:09:10.620Z,34.369,-118.56,5.195,2.36,mc,0,74,,0.17,ci,ci3142059,2016-02-13T03:34:12.337Z,"7km SW of Santa Clarita, California",earthquake,,85.238,,35,reviewed,ci,ci
1994-01-19T08:05:31.910Z,39.491,-111.0685,5.91,1.52,md,6,146,0.3772,0.11,uu,uu50080250,2018-08-28T05:05:56.010Z,"Utah",earthquake,0.75,8.42,,4,reviewed,uu,uu
1994-01-19T08:05:09.600Z,34.372,-118.555,0.538,2.11,mc,0,217.6,,0.252,ci,ci3142055,2016-02-13T06:01:10.928Z,"7km SW of Santa Clarita, California",earthquake,,1.049,,11,reviewed,ci,ci
1994-01-19T08:03:12.670Z,39.6303333,-123.6243333,2.414,1.47,md,10,162,0.06757,0.07,nc,nc391777,2016-12-21T21:36:57.833Z,"Northern California",earthquake,0.64,1.87,0.18,7,reviewed,nc,nc
1994-01-19T08:01:03.670Z,40.3046667,-124.3641667,8.666,1.12,md,6,223,0.07117,0.02,nc,nc391775,2016-12-21T21:36:49.293Z,"offshore Northern California",earthquake,0.84,0.75,0.11,3,reviewed,nc,nc
1994-01-19T07:58:34.410Z,34.239,-118.533,14.631,3.2,ml,0,56.8,,0.267,ci,ci3142053,2016-02-12T12:07:49.294Z,"0km N of Northridge, California",earthquake,,0.204,,52,reviewed,ci,ci
1994-01-19T07:49:43.880Z,34.371,-118.476,1.411,2.25,mc,0,81.6,,0.229,ci,ci3142052,2016-02-13T01:00:56.801Z,"6km SSE of Santa Clarita, California",earthquake,,0.341,,79,reviewed,ci,ci
1994-01-19T07:47:35.710Z,34.293,-118.454,11.158,2.38,mc,0,101.9,,0.242,ci,ci3142051,2016-02-11T21:13:22.951Z,"2km NW of Pacoima, California",earthquake,,0.606,,86,reviewed,ci,ci
1994-01-19T07:46:39.590Z,37.291,-121.6691667,3.518,1.01,md,18,76,0.03333,0.02,nc,nc391772,2016-12-21T21:36:41.494Z,"Northern California",earthquake,0.21,0.71,0.07,6,reviewed,nc,nc
1994-01-19T07:44:36.780Z,34.339,-118.686,2.945,2.55,mc,0,104.2,,0.271,ci,ci3142049,2016-02-11T18:27:45.973Z,"9km NNE of Simi Valley, California",earthquake,,0.933,,99,reviewed,ci,ci
1994-01-19T07:42:14.910Z,37.6358333,-118.9595,4.649,0.58,md,6,93,0.01982,0.02,nc,nc1211659,2016-12-21T21:36:33.512Z,"Long Valley area, California",earthquake,1.1,1.77,0.52,5,reviewed,nc,nc
1994-01-19T07:39:53.540Z,34.29,-118.469,7.824,2.16,mc,0,118.8,,0.227,ci,ci3166497,2016-02-13T08:35:54.754Z,"3km WNW of San Fernando, California",earthquake,,4.644,,47,reviewed,ci,ci
1994-01-19T07:39:13.750Z,34.336,-118.618,13.676,2.44,ml,0,67.9,,0.263,ci,ci3142047,2016-02-12T14:48:52.916Z,"9km N of Chatsworth, California",earthquake,,0.374,,27,reviewed,ci,ci
1994-01-19T07:36:12.960Z,37.6371667,-118.9673333,5.542,1.27,md,18,73,0.005405,0.04,nc,nc1211658,2016-12-21T21:36:26.254Z,"Long Valley area, California",earthquake,0.3,0.63,0.18,15,reviewed,nc,nc
1994-01-19T07:29:34.680Z,34.248,-118.538,2.451,2.54,mc,0,57.7,,0.296,ci,ci3142043,2016-02-13T01:00:55.403Z,"2km NNW of Northridge, California",earthquake,,0.415,,71,reviewed,ci,ci
1994-01-19T07:24:43.040Z,34.305,-118.459,13.764,1.5,mh,0,139.1,,0.111,ci,ci3142040,2016-02-12T09:36:51.194Z,"3km NW of Pacoima, California",earthquake,,7.027,,0,reviewed,ci,ci
1994-01-19T07:17:56.630Z,34.286,-118.48,9.914,2.23,mc,0,71,,0.317,ci,ci3142038,2016-02-12T12:07:46.801Z,"3km NE of Granada Hills, California",earthquake,,1.116,,87,reviewed,ci,ci
1994-01-19T07:15:35.090Z,34.288,-118.469,10.73,2.6,mc,0,63.6,,0.319,ci,ci3142077,2016-02-13T03:34:11.016Z,"3km WNW of San Fernando, California",earthquake,,1.127,,52,reviewed,ci,ci
1994-01-19T07:14:06.190Z,34.287,-118.466,11.319,3.95,ml,0,36.2,,0.3,ci,ci3142074,2016-02-12T22:28:25.394Z,"2km WNW of San Fernando, California",earthquake,,0.308,,51,reviewed,ci,ci
1994-01-19T07:13:08.280Z,37.5988333,-118.8816667,2.69,1.38,md,25,50,0.01261,0.05,nc,nc391767,2016-12-21T21:36:16.140Z,"Long Valley area, California",earthquake,0.2,0.37,0.09,19,reviewed,nc,nc
1994-01-19T07:11:13.780Z,34.368,-118.443,4.668,2.14,mc,0,94,,0.194,ci,ci3142035,2016-02-12T09:36:50.043Z,"8km SE of Santa Clarita, California",earthquake,,0.205,,80,reviewed,ci,ci
1994-01-19T07:10:22.080Z,34.303,-118.368,-0.619,1.3,mh,0,144,,0.188,ci,ci2161516,2016-02-11T23:47:33.463Z,"3km N of Lake View Terrace, California",earthquake,,1.407,,0,reviewed,ci,ci
1994-01-19T07:09:05.100Z,34.344,-118.625,-0.771,2.5,ml,0,68.5,,0.214,ci,ci2161503,2016-02-11T18:27:44.538Z,"10km NNW of Chatsworth, California",earthquake,,0.553,,33,reviewed,ci,ci
1994-01-19T07:09:00.130Z,34.317,-118.439,6.708,2.3,mh,0,98.5,,0.205,ci,ci3142033,2016-02-12T22:28:23.793Z,"4km N of Pacoima, California",earthquake,,1.503,,0,reviewed,ci,ci
1994-01-19T07:08:10.520Z,34.323,-118.512,7.246,1.93,mc,0,114.8,,0.252,ci,ci3142032,2016-02-11T18:27:43.147Z,"6km N of Granada Hills, California",earthquake,,2.749,,32,reviewed,ci,ci
1994-01-19T06:58:00.070Z,42.3286667,-122.0661667,2.415,1.9,md,10,120,,0.14,uw,uw10333563,2016-07-24T00:01:40.170Z,"Oregon",earthquake,0.466,0.8,0.06,3,reviewed,uw,uw
1994-01-19T06:52:38.770Z,34.341,-118.464,4.811,2.11,mc,0,76.3,,0.265,ci,ci3142031,2016-02-12T19:59:05.408Z,"7km NNW of Pacoima, California",earthquake,,0.345,,42,reviewed,ci,ci
1994-01-19T06:50:15.210Z,34.383,-118.632,12.465,2.19,mc,0,67.7,,0.196,ci,ci3142030,2016-02-12T07:10:30.751Z,"10km SW of Valencia, California",earthquake,,0.972,,31,reviewed,ci,ci
1994-01-19T06:47:17.910Z,34.368,-118.657,13.645,1.82,mc,0,122.4,,0.013,ci,ci3142029,2016-02-12T17:23:39.772Z,"12km SW of Valencia, California",earthquake,,24.214,,6,reviewed,ci,ci
1994-01-19T06:42:33.510Z,34.276,-118.457,8.32,2.26,ml,0,62.2,,0.286,ci,ci3142028,2016-02-12T17:23:38.529Z,"2km WSW of San Fernando, California",earthquake,,1.928,,15,reviewed,ci,ci
1994-01-19T06:42:09.600Z,34.346,-118.47,7.121,2.04,mc,0,105.3,,0.19,ci,ci3183229,2016-02-12T14:48:51.547Z,"8km NNW of Pacoima, California",earthquake,,2.559,,13,reviewed,ci,ci
1994-01-19T06:42:04.140Z,37.5985,-118.8823333,2.58,1.76,md,29,51,0.01261,0.05,nc,nc391764,2016-12-21T21:36:01.100Z,"Long Valley area, California",earthquake,0.18,0.32,0.15,24,reviewed,nc,nc
1994-01-19T06:41:48.800Z,34.371,-118.605,12.965,1.86,mc,0,105.4,,0.296,ci,ci3183227,2016-02-12T04:47:53.343Z,"10km SSW of Valencia, California",earthquake,,0.924,,51,reviewed,ci,ci
1994-01-19T06:38:01.280Z,34.29,-118.455,5.806,1.96,mc,0,67.2,,0.248,ci,ci3142024,2016-02-12T02:19:37.250Z,"2km WNW of Pacoima, California",earthquake,,7.323,,28,reviewed,ci,ci
1994-01-19T06:31:48.330Z,34.365,-118.636,10.405,2.41,mc,0,69,,0.269,ci,ci3142070,2016-02-13T08:35:53.454Z,"12km SSW of Valencia, California",earthquake,,1.365,,107,reviewed,ci,ci
1994-01-19T06:25:53.880Z,34.378,-118.517,1.747,2.42,mc,0,66.8,,0.266,ci,ci3142069,2016-02-12T14:48:50.336Z,"4km SSW of Santa Clarita, California",earthquake,,0.311,,102,reviewed,ci,ci
1994-01-19T06:23:41.570Z,34.283,-118.455,9.846,3.24,ml,0,55.4,,0.305,ci,ci3142066,2016-02-12T22:28:22.448Z,"2km W of San Fernando, California",earthquake,,0.677,,49,reviewed,ci,ci
1994-01-19T06:23:38.110Z,48.3101667,-122.0891667,10.318,1.1,md,9,77,0.1153,0.08,uw,uw10333523,2016-07-24T00:01:39.760Z,"Washington",earthquake,0.248,0.55,0.04,4,reviewed,uw,uw
1994-01-19T06:22:51.710Z,34.342,-118.48,4.616,1.91,mc,0,85.8,,0.173,ci,ci3142021,2016-02-12T14:48:49.059Z,"8km NNW of Pacoima, California",earthquake,,0.525,,11,reviewed,ci,ci
1994-01-19T06:14:40.770Z,34.384,-118.621,11.835,1.87,mc,0,80.4,,0.182,ci,ci3142020,2016-02-12T22:28:20.930Z,"9km SSW of Valencia, California",earthquake,,6.205,,13,reviewed,ci,ci
1994-01-19T06:11:14.340Z,34.266,-118.565,15.441,2.52,ml,0,92.9,,0.256,ci,ci3142019,2016-02-11T21:13:21.545Z,"4km ENE of Chatsworth, California",earthquake,,0.16,,36,reviewed,ci,ci
1994-01-19T06:04:40.510Z,34.38,-118.646,11.07,1.85,mc,0,82.4,,0.21,ci,ci3142018,2016-02-11T18:27:41.841Z,"11km SW of Valencia, California",earthquake,,2.993,,26,reviewed,ci,ci
1994-01-19T06:03:28.640Z,34.379,-118.566,13.565,1.79,mc,0,97.6,,0.242,ci,ci3142016,2016-02-12T09:36:48.742Z,"7km SW of Santa Clarita, California",earthquake,,3.027,,11,reviewed,ci,ci
1994-01-19T05:45:07.620Z,34.336,-118.465,1.63,2.43,mc,0,83.2,,0.237,ci,ci3142015,2016-02-13T06:01:09.683Z,"6km NNW of Pacoima, California",earthquake,,0.268,,77,reviewed,ci,ci
1994-01-19T05:41:23.570Z,34.323,-118.62,2.5,2.32,mc,0,83.2,,0.283,ci,ci3142014,2016-02-12T22:28:19.679Z,"8km NNW of Chatsworth, California",earthquake,,0.871,,11,reviewed,ci,ci
1994-01-19T05:35:23.000Z,34.28,-118.494,13.381,2.19,mc,0,73.5,,0.248,ci,ci3142011,2016-02-12T09:36:47.559Z,"1km NE of Granada Hills, California",earthquake,,2.175,,13,reviewed,ci,ci
1994-01-19T05:31:41.180Z,37.5513333,-118.8608333,4.023,0.83,md,6,138,0.04414,0.03,nc,nc1211657,2016-12-21T21:35:48.733Z,"Central California",earthquake,0.56,2.08,0.14,5,reviewed,nc,nc
1994-01-19T05:30:54.210Z,42.3745,-122.0203333,9.454,1.4,md,5,165,0.06167,0.3,uw,uw10333493,2016-07-24T00:01:39.410Z,"Oregon",earthquake,2.94,4.55,0.05,3,reviewed,uw,uw
1994-01-19T05:25:39.950Z,34.301,-118.448,8.898,2.66,mc,0,100.7,,0.216,ci,ci3142009,2016-02-12T14:48:47.832Z,"2km NNW of Pacoima, California",earthquake,,1.001,,94,reviewed,ci,ci
1994-01-19T05:21:02.650Z,34.385,-118.501,0.527,2.66,ml,0,119.6,,0.194,ci,ci3142008,2016-02-13T03:34:09.755Z,"4km S of Santa Clarita, California",earthquake,,0.213,,10,reviewed,ci,ci
1994-01-19T05:14:58.570Z,34.293,-118.459,9.146,3.52,ml,0,56.2,,0.286,ci,ci3142007,2016-02-13T01:00:53.887Z,"2km WNW of Pacoima, California",earthquake,,0.646,,44,reviewed,ci,ci
1994-01-19T05:13:15.260Z,34.35,-118.609,2.475,2.65,ml,0,66.4,,0.267,ci,ci3142004,2016-02-12T22:28:18.452Z,"10km N of Chatsworth, California",earthquake,,0.39,,17,reviewed,ci,ci
1994-01-19T05:11:45.820Z,34.354,-118.57,9.645,2.1,mc,0,78.1,,0.195,ci,ci3142002,2016-02-11T21:13:20.025Z,"9km SW of Santa Clarita, California",earthquake,,3.493,,14,reviewed,ci,ci
1994-01-19T05:10:23.020Z,34.283,-118.381,27.692,2.02,mc,0,137,0.106,0.275,ci,ci3141998,2016-02-12T14:48:46.405Z,"2km WNW of Lake View Terrace, California",earthquake,,5.494,,4,reviewed,ci,ci
1994-01-19T05:06:51.900Z,34.366,-118.711,9.515,2.91,ml,0,98.9,,0.222,ci,ci3141997,2016-02-13T01:00:51.588Z,"9km SE of Piru, California",earthquake,,0.739,,40,reviewed,ci,ci
1994-01-19T05:04:24.160Z,34.31,-118.652,20.926,2.42,mc,0,73.1,,0.222,ci,ci3141995,2016-02-12T22:28:16.940Z,"7km NW of Chatsworth, California",earthquake,,0.938,,52,reviewed,ci,ci
1994-01-19T04:57:30.170Z,34.358,-118.567,1.735,2.68,mc,0,61.6,,0.249,ci,ci3141994,2016-02-13T01:00:49.965Z,"9km SW of Santa Clarita, California",earthquake,,0.256,,70,reviewed,ci,ci
1994-01-19T04:47:48.050Z,42.3998333,-122.04,7.614,1,md,4,175,0.08854,0.05,uw,uw10333403,2016-07-24T00:01:39.100Z,"Oregon",earthquake,0.358,0.8,0.03,2,reviewed,uw,uw
1994-01-19T04:46:17.270Z,34.362,-118.586,10.648,1.87,mc,0,79.4,,0.196,ci,ci3141993,2016-02-12T17:23:37.336Z,"10km SW of Santa Clarita, California",earthquake,,2.684,,21,reviewed,ci,ci
1994-01-19T04:44:15.380Z,34.355,-118.73,5.38,3.17,mc,0,81.3,,0.432,ci,ci3183233,2016-02-12T22:28:15.568Z,"9km SE of Piru, California",earthquake,,,,6,reviewed,ci,ci
1994-01-19T04:43:14.570Z,34.366,-118.709,5.444,4.04,ml,0,46,,0.363,ci,ci3142082,2016-02-12T02:19:35.893Z,"10km SE of Piru, California",earthquake,,,,26,reviewed,ci,ci
1994-01-19T04:40:48.000Z,34.361,-118.571,2.258,4.34,ml,0,42.9,,0.338,ci,ci3142081,2016-02-13T08:35:51.746Z,"9km SW of Santa Clarita, California",earthquake,,0.234,,54,reviewed,ci,ci
1994-01-19T04:38:35.250Z,35.95,-115.6615,5,2.53,mc,11,273,1.135,0.33,ci,ci3141986,2016-04-01T19:41:56.260Z,"30km SW of Summerlin South, NV",earthquake,1.93,31.61,,20,reviewed,ci,ci
1994-01-19T04:37:19.710Z,42.3921667,-122.0511667,8.934,1.1,md,4,167,0.09045,0.06,uw,uw10333308,2016-07-24T00:01:38.760Z,"Oregon",earthquake,0.456,0.86,0.04,3,reviewed,uw,uw
1994-01-19T04:31:56.500Z,34.381,-118.529,2.455,2.87,ml,0,53.2,,0.239,ci,ci3141983,2016-02-12T19:59:04.096Z,"4km SSW of Santa Clarita, California",earthquake,,0.429,,19,reviewed,ci,ci
1994-01-19T04:30:43.570Z,38.7726667,-122.7471667,1.421,1.03,md,11,76,0.02432,0.03,nc,nc391755,2016-12-21T21:35:41.033Z,"Northern California",earthquake,0.22,0.57,0.15,7,reviewed,nc,nc
1994-01-19T04:23:37.880Z,37.6421667,-118.9291667,5.5,1.37,md,14,57,0.02252,0.02,nc,nc1211656,2016-12-21T21:35:32.947Z,"Long Valley area, California",earthquake,0.32,0.72,0.15,13,reviewed,nc,nc
1994-01-19T04:22:45.460Z,34.301,-118.444,6.381,1.75,mc,0,80.8,,0.225,ci,ci3157557,2016-02-13T06:01:08.332Z,"2km NNW of Pacoima, California",earthquake,,4.863,,25,reviewed,ci,ci
1994-01-19T04:22:00.170Z,34.347,-118.592,5.975,2.31,mc,0,64.6,,0.235,ci,ci3141981,2016-02-12T04:47:52.219Z,"10km N of Chatsworth, California",earthquake,,5.905,,63,reviewed,ci,ci
1994-01-19T04:20:34.900Z,42.2725,-121.9066667,2.911,1.3,md,10,184,,0.15,uw,uw10333273,2016-07-24T00:01:38.480Z,"Oregon",earthquake,3.048,3.85,0.05,2,reviewed,uw,uw
1994-01-19T04:17:12.190Z,34.365,-118.646,9.88,2.25,mc,0,78.4,,0.258,ci,ci3141979,2016-02-13T06:01:07.081Z,"12km SW of Valencia, California",earthquake,,1.494,,81,reviewed,ci,ci
1994-01-19T04:15:29.530Z,34.388,-118.668,6.775,2.46,mc,0,71.4,,0.26,ci,ci3141977,2016-02-12T09:36:45.413Z,"12km SW of Valencia, California",earthquake,,2.92,,70,reviewed,ci,ci
1994-01-19T04:13:45.240Z,34.332,-118.458,6.821,1.86,mc,0,82.1,,0.234,ci,ci3152928,2016-02-12T14:48:44.685Z,"6km NNW of Pacoima, California",earthquake,,3.298,,12,reviewed,ci,ci
1994-01-19T04:13:23.810Z,34.37,-118.602,14.655,1.81,mc,0,107.8,,0.206,ci,ci3141976,2016-02-13T06:01:05.745Z,"10km SSW of Valencia, California",earthquake,,2.07,,14,reviewed,ci,ci
1994-01-19T04:11:20.760Z,38.8271667,-122.7628333,0.564,0.97,md,6,105,0.03153,0.02,nc,nc1211655,2016-12-21T21:35:23.456Z,"Northern California",earthquake,0.33,0.95,0.08,6,reviewed,nc,nc
